chromosome	size	compressedMref	category
chrUn_JTFH01001542v1_decoy	1302	TRUE	decoy
chrUn_JTFH01001543v1_decoy	1301	TRUE	decoy
chrUn_JTFH01001544v1_decoy	1300	TRUE	decoy
chrUn_JTFH01001545v1_decoy	1298	TRUE	decoy
chrUn_JTFH01001546v1_decoy	1297	TRUE	decoy
chrUn_JTFH01001547v1_decoy	1295	TRUE	decoy
chrUn_JTFH01001548v1_decoy	1284	TRUE	decoy
chrUn_JTFH01001549v1_decoy	1283	TRUE	decoy
chrUn_JTFH01001550v1_decoy	1283	TRUE	decoy
chrUn_JTFH01001551v1_decoy	1279	TRUE	decoy
chrUn_JTFH01001552v1_decoy	1278	TRUE	decoy
chrUn_JTFH01001553v1_decoy	1271	TRUE	decoy
chrUn_JTFH01001554v1_decoy	1271	TRUE	decoy
chrUn_JTFH01001555v1_decoy	1268	TRUE	decoy
chrUn_JTFH01001556v1_decoy	1264	TRUE	decoy
chrUn_JTFH01001557v1_decoy	1263	TRUE	decoy
chrUn_JTFH01001558v1_decoy	1262	TRUE	decoy
chrUn_JTFH01001559v1_decoy	1261	TRUE	decoy
chrUn_JTFH01001560v1_decoy	1260	TRUE	decoy
chrUn_JTFH01001561v1_decoy	1259	TRUE	decoy
chrUn_JTFH01001562v1_decoy	1259	TRUE	decoy
chrUn_JTFH01001563v1_decoy	1258	TRUE	decoy
chrUn_JTFH01001564v1_decoy	1256	TRUE	decoy
chrUn_JTFH01001565v1_decoy	1253	TRUE	decoy
chrUn_JTFH01001566v1_decoy	1248	TRUE	decoy
chrUn_JTFH01001567v1_decoy	1248	TRUE	decoy
chrUn_JTFH01001568v1_decoy	1246	TRUE	decoy
chrUn_JTFH01001569v1_decoy	1246	TRUE	decoy
chrUn_JTFH01001570v1_decoy	1244	TRUE	decoy
chrUn_JTFH01001571v1_decoy	1238	TRUE	decoy
chrUn_JTFH01001572v1_decoy	1238	TRUE	decoy
chrUn_JTFH01001573v1_decoy	1236	TRUE	decoy
chrUn_JTFH01001574v1_decoy	1234	TRUE	decoy
chrUn_JTFH01001575v1_decoy	1234	TRUE	decoy
chrUn_JTFH01001576v1_decoy	1231	TRUE	decoy
chrUn_JTFH01001577v1_decoy	1231	TRUE	decoy
chrUn_JTFH01001578v1_decoy	1230	TRUE	decoy
chrUn_JTFH01001579v1_decoy	1230	TRUE	decoy
chrUn_JTFH01001580v1_decoy	1228	TRUE	decoy
chrUn_JTFH01001581v1_decoy	1227	TRUE	decoy
chrUn_JTFH01001582v1_decoy	1222	TRUE	decoy
chrUn_JTFH01001583v1_decoy	1222	TRUE	decoy
chrUn_JTFH01001584v1_decoy	1221	TRUE	decoy
chrUn_JTFH01001585v1_decoy	1221	TRUE	decoy
chrUn_JTFH01001586v1_decoy	1220	TRUE	decoy
chrUn_JTFH01001587v1_decoy	1218	TRUE	decoy
chrUn_JTFH01001588v1_decoy	1218	TRUE	decoy
chrUn_JTFH01001589v1_decoy	1216	TRUE	decoy
chrUn_JTFH01001590v1_decoy	1216	TRUE	decoy
chrUn_JTFH01001591v1_decoy	1212	TRUE	decoy
chrUn_JTFH01001592v1_decoy	1210	TRUE	decoy
chrUn_JTFH01001593v1_decoy	1209	TRUE	decoy
chrUn_JTFH01001594v1_decoy	1208	TRUE	decoy
chrUn_JTFH01001595v1_decoy	1208	TRUE	decoy
chrUn_JTFH01001596v1_decoy	1206	TRUE	decoy
chrUn_JTFH01001597v1_decoy	1205	TRUE	decoy
chrUn_JTFH01001598v1_decoy	1205	TRUE	decoy
chrUn_JTFH01001599v1_decoy	1202	TRUE	decoy
chrUn_JTFH01001600v1_decoy	1200	TRUE	decoy
chrUn_JTFH01001601v1_decoy	1199	TRUE	decoy
chrUn_JTFH01001602v1_decoy	1198	TRUE	decoy
chrUn_JTFH01001603v1_decoy	1198	TRUE	decoy
chrUn_JTFH01001604v1_decoy	1198	TRUE	decoy
chrUn_JTFH01001605v1_decoy	1195	TRUE	decoy
chrUn_JTFH01001606v1_decoy	1194	TRUE	decoy
chrUn_JTFH01001607v1_decoy	1191	TRUE	decoy
chrUn_JTFH01001608v1_decoy	1189	TRUE	decoy
chrUn_JTFH01001609v1_decoy	1188	TRUE	decoy
chrUn_JTFH01001610v1_decoy	1180	TRUE	decoy
chrUn_JTFH01001611v1_decoy	1180	TRUE	decoy
chrUn_JTFH01001612v1_decoy	1179	TRUE	decoy
chrUn_JTFH01001613v1_decoy	1172	TRUE	decoy
chrUn_JTFH01001614v1_decoy	1168	TRUE	decoy
chrUn_JTFH01001615v1_decoy	1166	TRUE	decoy
chrUn_JTFH01001616v1_decoy	1157	TRUE	decoy
chrUn_JTFH01001617v1_decoy	1156	TRUE	decoy
chrUn_JTFH01001618v1_decoy	1156	TRUE	decoy
chrUn_JTFH01001619v1_decoy	1155	TRUE	decoy
chrUn_JTFH01001620v1_decoy	1154	TRUE	decoy
chrUn_JTFH01001621v1_decoy	1154	TRUE	decoy
chrUn_JTFH01001622v1_decoy	1149	TRUE	decoy
chrUn_JTFH01001623v1_decoy	1143	TRUE	decoy
chrUn_JTFH01001624v1_decoy	1143	TRUE	decoy
chrUn_JTFH01001625v1_decoy	1140	TRUE	decoy
chrUn_JTFH01001626v1_decoy	1137	TRUE	decoy
chrUn_JTFH01001627v1_decoy	1135	TRUE	decoy
chrUn_JTFH01001628v1_decoy	1135	TRUE	decoy
chrUn_JTFH01001629v1_decoy	1135	TRUE	decoy
chrUn_JTFH01001630v1_decoy	1127	TRUE	decoy
chrUn_JTFH01001631v1_decoy	1127	TRUE	decoy
chrUn_JTFH01001632v1_decoy	1126	TRUE	decoy
chrUn_JTFH01001633v1_decoy	1123	TRUE	decoy
chrUn_JTFH01001634v1_decoy	1123	TRUE	decoy
chrUn_JTFH01001635v1_decoy	1123	TRUE	decoy
chrUn_JTFH01001636v1_decoy	1122	TRUE	decoy
chrUn_JTFH01001637v1_decoy	1122	TRUE	decoy
chrUn_JTFH01001638v1_decoy	1121	TRUE	decoy
chrUn_JTFH01001639v1_decoy	1121	TRUE	decoy
chrUn_JTFH01001640v1_decoy	1119	TRUE	decoy
chrUn_JTFH01001641v1_decoy	1119	TRUE	decoy
chrUn_JTFH01001642v1_decoy	1119	TRUE	decoy
chrUn_JTFH01001643v1_decoy	1118	TRUE	decoy
chrUn_JTFH01001644v1_decoy	1115	TRUE	decoy
chrUn_JTFH01001645v1_decoy	1106	TRUE	decoy
chrUn_JTFH01001646v1_decoy	1106	TRUE	decoy
chrUn_JTFH01001647v1_decoy	1104	TRUE	decoy
chrUn_JTFH01001648v1_decoy	1102	TRUE	decoy
chrUn_JTFH01001649v1_decoy	1101	TRUE	decoy
chrUn_JTFH01001650v1_decoy	1098	TRUE	decoy
chrUn_JTFH01001651v1_decoy	1098	TRUE	decoy
chrUn_JTFH01001652v1_decoy	1096	TRUE	decoy
chrUn_JTFH01001653v1_decoy	1096	TRUE	decoy
chrUn_JTFH01001654v1_decoy	1095	TRUE	decoy
chrUn_JTFH01001655v1_decoy	1093	TRUE	decoy
chrUn_JTFH01001656v1_decoy	1090	TRUE	decoy
chrUn_JTFH01001657v1_decoy	1089	TRUE	decoy
chrUn_JTFH01001658v1_decoy	1087	TRUE	decoy
chrUn_JTFH01001659v1_decoy	1087	TRUE	decoy
chrUn_JTFH01001660v1_decoy	1085	TRUE	decoy
chrUn_JTFH01001661v1_decoy	1085	TRUE	decoy
chrUn_JTFH01001662v1_decoy	1085	TRUE	decoy
chrUn_JTFH01001663v1_decoy	1083	TRUE	decoy
chrUn_JTFH01001664v1_decoy	1080	TRUE	decoy
chrUn_JTFH01001665v1_decoy	1080	TRUE	decoy
chrUn_JTFH01001666v1_decoy	1079	TRUE	decoy
chrUn_JTFH01001667v1_decoy	1079	TRUE	decoy
chrUn_JTFH01001668v1_decoy	1079	TRUE	decoy
chrUn_JTFH01001669v1_decoy	1075	TRUE	decoy
chrUn_JTFH01001670v1_decoy	1074	TRUE	decoy
chrUn_JTFH01001671v1_decoy	1073	TRUE	decoy
chrUn_JTFH01001672v1_decoy	1070	TRUE	decoy
chrUn_JTFH01001673v1_decoy	1068	TRUE	decoy
chrUn_JTFH01001674v1_decoy	1067	TRUE	decoy
chrUn_JTFH01001675v1_decoy	1066	TRUE	decoy
chrUn_JTFH01001676v1_decoy	1066	TRUE	decoy
chrUn_JTFH01001677v1_decoy	1066	TRUE	decoy
chrUn_JTFH01001678v1_decoy	1063	TRUE	decoy
chrUn_JTFH01001679v1_decoy	1063	TRUE	decoy
chrUn_JTFH01001680v1_decoy	1063	TRUE	decoy
chrUn_JTFH01001681v1_decoy	1062	TRUE	decoy
chrUn_JTFH01001682v1_decoy	1058	TRUE	decoy
chrUn_JTFH01001683v1_decoy	1056	TRUE	decoy
chrUn_JTFH01001684v1_decoy	1052	TRUE	decoy
chrUn_JTFH01001685v1_decoy	1051	TRUE	decoy
chrUn_JTFH01001686v1_decoy	1051	TRUE	decoy
chrUn_JTFH01001687v1_decoy	1050	TRUE	decoy
chrUn_JTFH01001688v1_decoy	1048	TRUE	decoy
chrUn_JTFH01001689v1_decoy	1046	TRUE	decoy
chrUn_JTFH01001690v1_decoy	1046	TRUE	decoy
chrUn_JTFH01001691v1_decoy	1045	TRUE	decoy
chrUn_JTFH01001692v1_decoy	1043	TRUE	decoy
chrUn_JTFH01001693v1_decoy	1038	TRUE	decoy
chrUn_JTFH01001694v1_decoy	1036	TRUE	decoy
chrUn_JTFH01001695v1_decoy	1035	TRUE	decoy
chrUn_JTFH01001696v1_decoy	1035	TRUE	decoy
chrUn_JTFH01001697v1_decoy	1035	TRUE	decoy
chrUn_JTFH01001698v1_decoy	1033	TRUE	decoy
chrUn_JTFH01001699v1_decoy	1032	TRUE	decoy
chrUn_JTFH01001700v1_decoy	1031	TRUE	decoy
chrUn_JTFH01001701v1_decoy	1026	TRUE	decoy
chrUn_JTFH01001702v1_decoy	1026	TRUE	decoy
chrUn_JTFH01001703v1_decoy	1026	TRUE	decoy
chrUn_JTFH01001704v1_decoy	1023	TRUE	decoy
chrUn_JTFH01001705v1_decoy	1022	TRUE	decoy
chrUn_JTFH01001706v1_decoy	1020	TRUE	decoy
chrUn_JTFH01001707v1_decoy	1020	TRUE	decoy
chrUn_JTFH01001708v1_decoy	1020	TRUE	decoy
chrUn_JTFH01001709v1_decoy	1019	TRUE	decoy
chrUn_JTFH01001710v1_decoy	1018	TRUE	decoy
chrUn_JTFH01001711v1_decoy	1018	TRUE	decoy
chrUn_JTFH01001712v1_decoy	1017	TRUE	decoy
chrUn_JTFH01001713v1_decoy	1015	TRUE	decoy
chrUn_JTFH01001714v1_decoy	1015	TRUE	decoy
chrUn_JTFH01001715v1_decoy	1015	TRUE	decoy
chrUn_JTFH01001716v1_decoy	1014	TRUE	decoy
chrUn_JTFH01001717v1_decoy	1014	TRUE	decoy
chrUn_JTFH01001718v1_decoy	1013	TRUE	decoy
chrUn_JTFH01001719v1_decoy	1013	TRUE	decoy
chrUn_JTFH01001720v1_decoy	1013	TRUE	decoy
chrUn_JTFH01001721v1_decoy	1012	TRUE	decoy
chrUn_JTFH01001722v1_decoy	1011	TRUE	decoy
chrUn_JTFH01001723v1_decoy	1011	TRUE	decoy
chrUn_JTFH01001724v1_decoy	1009	TRUE	decoy
chrUn_JTFH01001725v1_decoy	1008	TRUE	decoy
chrUn_JTFH01001726v1_decoy	1008	TRUE	decoy
chrUn_JTFH01001727v1_decoy	1007	TRUE	decoy
chrUn_JTFH01001728v1_decoy	1007	TRUE	decoy
chrUn_JTFH01001729v1_decoy	1007	TRUE	decoy
chrUn_JTFH01001730v1_decoy	1006	TRUE	decoy
chrUn_JTFH01001731v1_decoy	1005	TRUE	decoy
chrUn_JTFH01001732v1_decoy	1003	TRUE	decoy
chrUn_JTFH01001733v1_decoy	1001	TRUE	decoy
chrUn_JTFH01001734v1_decoy	1000	TRUE	decoy
chrUn_JTFH01001735v1_decoy	19311	TRUE	decoy
chrUn_JTFH01001736v1_decoy	11713	TRUE	decoy
chrUn_JTFH01001737v1_decoy	11263	TRUE	decoy
chrUn_JTFH01001738v1_decoy	9779	TRUE	decoy
chrUn_JTFH01001739v1_decoy	9568	TRUE	decoy
chrUn_JTFH01001740v1_decoy	9344	TRUE	decoy
chrUn_JTFH01001741v1_decoy	9188	TRUE	decoy
chrUn_JTFH01001742v1_decoy	9100	TRUE	decoy
chrUn_JTFH01001743v1_decoy	8771	TRUE	decoy
chrUn_JTFH01001744v1_decoy	8690	TRUE	decoy
chrUn_JTFH01001745v1_decoy	8566	TRUE	decoy
chrUn_JTFH01001746v1_decoy	8058	TRUE	decoy
chrUn_JTFH01001747v1_decoy	7759	TRUE	decoy
chrUn_JTFH01001748v1_decoy	7585	TRUE	decoy
chrUn_JTFH01001749v1_decoy	7471	TRUE	decoy
chrUn_JTFH01001750v1_decoy	7461	TRUE	decoy
chrUn_JTFH01001751v1_decoy	7342	TRUE	decoy
chrUn_JTFH01001752v1_decoy	7223	TRUE	decoy
chrUn_JTFH01001753v1_decoy	7064	TRUE	decoy
chrUn_JTFH01001754v1_decoy	6916	TRUE	decoy
chrUn_JTFH01001755v1_decoy	6897	TRUE	decoy
chrUn_JTFH01001756v1_decoy	6880	TRUE	decoy
chrUn_JTFH01001757v1_decoy	6857	TRUE	decoy
chrUn_JTFH01001758v1_decoy	6840	TRUE	decoy
chrUn_JTFH01001759v1_decoy	6728	TRUE	decoy
chrUn_JTFH01001760v1_decoy	6688	TRUE	decoy
chrUn_JTFH01001761v1_decoy	6553	TRUE	decoy
chrUn_JTFH01001762v1_decoy	6396	TRUE	decoy
chrUn_JTFH01001763v1_decoy	6345	TRUE	decoy
chrUn_JTFH01001764v1_decoy	6295	TRUE	decoy
chrUn_JTFH01001765v1_decoy	6266	TRUE	decoy
chrUn_JTFH01001766v1_decoy	6173	TRUE	decoy
chrUn_JTFH01001767v1_decoy	6171	TRUE	decoy
chrUn_JTFH01001768v1_decoy	6120	TRUE	decoy
chrUn_JTFH01001769v1_decoy	6105	TRUE	decoy
chrUn_JTFH01001770v1_decoy	6099	TRUE	decoy
chrUn_JTFH01001771v1_decoy	5893	TRUE	decoy
chrUn_JTFH01001772v1_decoy	5829	TRUE	decoy
chrUn_JTFH01001773v1_decoy	5793	TRUE	decoy
chrUn_JTFH01001774v1_decoy	5776	TRUE	decoy
chrUn_JTFH01001775v1_decoy	5759	TRUE	decoy
chrUn_JTFH01001776v1_decoy	5716	TRUE	decoy
chrUn_JTFH01001777v1_decoy	5708	TRUE	decoy
chrUn_JTFH01001778v1_decoy	5590	TRUE	decoy
chrUn_JTFH01001779v1_decoy	5566	TRUE	decoy
chrUn_JTFH01001780v1_decoy	5558	TRUE	decoy
chrUn_JTFH01001781v1_decoy	5418	TRUE	decoy
chrUn_JTFH01001782v1_decoy	5375	TRUE	decoy
chrUn_JTFH01001783v1_decoy	5300	TRUE	decoy
chrUn_JTFH01001784v1_decoy	5255	TRUE	decoy
chrUn_JTFH01001785v1_decoy	5157	TRUE	decoy
chrUn_JTFH01001786v1_decoy	5130	TRUE	decoy
chrUn_JTFH01001787v1_decoy	4978	TRUE	decoy
chrUn_JTFH01001788v1_decoy	4957	TRUE	decoy
chrUn_JTFH01001789v1_decoy	4947	TRUE	decoy
chrUn_JTFH01001790v1_decoy	4897	TRUE	decoy
chrUn_JTFH01001791v1_decoy	4867	TRUE	decoy
chrUn_JTFH01001792v1_decoy	4845	TRUE	decoy
chrUn_JTFH01001793v1_decoy	4678	TRUE	decoy
chrUn_JTFH01001794v1_decoy	4641	TRUE	decoy
chrUn_JTFH01001795v1_decoy	4592	TRUE	decoy
chrUn_JTFH01001796v1_decoy	4543	TRUE	decoy
chrUn_JTFH01001797v1_decoy	4532	TRUE	decoy
chrUn_JTFH01001798v1_decoy	4503	TRUE	decoy
chrUn_JTFH01001799v1_decoy	4495	TRUE	decoy
chrUn_JTFH01001800v1_decoy	4444	TRUE	decoy
chrUn_JTFH01001801v1_decoy	4414	TRUE	decoy
chrUn_JTFH01001802v1_decoy	4409	TRUE	decoy
chrUn_JTFH01001803v1_decoy	4302	TRUE	decoy
chrUn_JTFH01001804v1_decoy	4300	TRUE	decoy
chrUn_JTFH01001805v1_decoy	4277	TRUE	decoy
chrUn_JTFH01001806v1_decoy	4173	TRUE	decoy
chrUn_JTFH01001807v1_decoy	4169	TRUE	decoy
chrUn_JTFH01001808v1_decoy	4136	TRUE	decoy
chrUn_JTFH01001809v1_decoy	4101	TRUE	decoy
chrUn_JTFH01001810v1_decoy	4089	TRUE	decoy
chrUn_JTFH01001811v1_decoy	4015	TRUE	decoy
chrUn_JTFH01001812v1_decoy	4000	TRUE	decoy
chrUn_JTFH01001813v1_decoy	3973	TRUE	decoy
chrUn_JTFH01001814v1_decoy	3732	TRUE	decoy
chrUn_JTFH01001815v1_decoy	3709	TRUE	decoy
chrUn_JTFH01001816v1_decoy	3686	TRUE	decoy
chrUn_JTFH01001817v1_decoy	3676	TRUE	decoy
chrUn_JTFH01001818v1_decoy	3673	TRUE	decoy
chrUn_JTFH01001819v1_decoy	3672	TRUE	decoy
chrUn_JTFH01001820v1_decoy	3633	TRUE	decoy
chrUn_JTFH01001821v1_decoy	3633	TRUE	decoy
chrUn_JTFH01001822v1_decoy	3613	TRUE	decoy
chrUn_JTFH01001823v1_decoy	3605	TRUE	decoy
chrUn_JTFH01001824v1_decoy	3592	TRUE	decoy
chrUn_JTFH01001825v1_decoy	3586	TRUE	decoy
chrUn_JTFH01001826v1_decoy	3584	TRUE	decoy
chrUn_JTFH01001827v1_decoy	3577	TRUE	decoy
chrUn_JTFH01001828v1_decoy	3537	TRUE	decoy
chrUn_JTFH01001829v1_decoy	3510	TRUE	decoy
chrUn_JTFH01001830v1_decoy	3509	TRUE	decoy
chrUn_JTFH01001831v1_decoy	3488	TRUE	decoy
chrUn_JTFH01001832v1_decoy	3473	TRUE	decoy
chrUn_JTFH01001833v1_decoy	3445	TRUE	decoy
chrUn_JTFH01001834v1_decoy	3427	TRUE	decoy
chrUn_JTFH01001835v1_decoy	3395	TRUE	decoy
chrUn_JTFH01001836v1_decoy	3367	TRUE	decoy
chrUn_JTFH01001837v1_decoy	3337	TRUE	decoy
chrUn_JTFH01001838v1_decoy	3324	TRUE	decoy
chrUn_JTFH01001839v1_decoy	3315	TRUE	decoy
chrUn_JTFH01001840v1_decoy	3313	TRUE	decoy
chrUn_JTFH01001841v1_decoy	3283	TRUE	decoy
chrUn_JTFH01001842v1_decoy	3250	TRUE	decoy
chrUn_JTFH01001843v1_decoy	3247	TRUE	decoy
chrUn_JTFH01001844v1_decoy	3237	TRUE	decoy
chrUn_JTFH01001845v1_decoy	3235	TRUE	decoy
chrUn_JTFH01001846v1_decoy	3200	TRUE	decoy
chrUn_JTFH01001847v1_decoy	3195	TRUE	decoy
chrUn_JTFH01001848v1_decoy	3175	TRUE	decoy
chrUn_JTFH01001849v1_decoy	3158	TRUE	decoy
chrUn_JTFH01001850v1_decoy	3143	TRUE	decoy
chrUn_JTFH01001851v1_decoy	3139	TRUE	decoy
chrUn_JTFH01001852v1_decoy	3138	TRUE	decoy
chrUn_JTFH01001853v1_decoy	3136	TRUE	decoy
chrUn_JTFH01001854v1_decoy	3132	TRUE	decoy
chrUn_JTFH01001855v1_decoy	3132	TRUE	decoy
chrUn_JTFH01001856v1_decoy	3095	TRUE	decoy
chrUn_JTFH01001857v1_decoy	3094	TRUE	decoy
chrUn_JTFH01001858v1_decoy	3093	TRUE	decoy
chrUn_JTFH01001859v1_decoy	3059	TRUE	decoy
chrUn_JTFH01001860v1_decoy	2985	TRUE	decoy
chrUn_JTFH01001861v1_decoy	2975	TRUE	decoy
chrUn_JTFH01001862v1_decoy	2967	TRUE	decoy
chrUn_JTFH01001863v1_decoy	2961	TRUE	decoy
chrUn_JTFH01001864v1_decoy	2955	TRUE	decoy
chrUn_JTFH01001865v1_decoy	2935	TRUE	decoy
chrUn_JTFH01001866v1_decoy	2933	TRUE	decoy
chrUn_JTFH01001867v1_decoy	2909	TRUE	decoy
chrUn_JTFH01001868v1_decoy	2904	TRUE	decoy
chrUn_JTFH01001869v1_decoy	2892	TRUE	decoy
chrUn_JTFH01001870v1_decoy	2886	TRUE	decoy
chrUn_JTFH01001871v1_decoy	2885	TRUE	decoy
chrUn_JTFH01001872v1_decoy	2878	TRUE	decoy
chrUn_JTFH01001873v1_decoy	2875	TRUE	decoy
chrUn_JTFH01001874v1_decoy	2861	TRUE	decoy
chrUn_JTFH01001875v1_decoy	2856	TRUE	decoy
chrUn_JTFH01001876v1_decoy	2838	TRUE	decoy
chrUn_JTFH01001877v1_decoy	2801	TRUE	decoy
chrUn_JTFH01001878v1_decoy	2797	TRUE	decoy
chrUn_JTFH01001879v1_decoy	2788	TRUE	decoy
chrUn_JTFH01001880v1_decoy	2773	TRUE	decoy
chrUn_JTFH01001881v1_decoy	2755	TRUE	decoy
chrUn_JTFH01001882v1_decoy	2754	TRUE	decoy
chrUn_JTFH01001883v1_decoy	2743	TRUE	decoy
chrUn_JTFH01001884v1_decoy	2725	TRUE	decoy
chrUn_JTFH01001885v1_decoy	2722	TRUE	decoy
chrUn_JTFH01001886v1_decoy	2682	TRUE	decoy
chrUn_JTFH01001887v1_decoy	2669	TRUE	decoy
chrUn_JTFH01001888v1_decoy	2663	TRUE	decoy
chrUn_JTFH01001889v1_decoy	2652	TRUE	decoy
chrUn_JTFH01001890v1_decoy	2647	TRUE	decoy
chrUn_JTFH01001891v1_decoy	2635	TRUE	decoy
chrUn_JTFH01001892v1_decoy	2633	TRUE	decoy
chrUn_JTFH01001893v1_decoy	2629	TRUE	decoy
chrUn_JTFH01001894v1_decoy	2612	TRUE	decoy
chrUn_JTFH01001895v1_decoy	2599	TRUE	decoy
chrUn_JTFH01001896v1_decoy	2566	TRUE	decoy
chrUn_JTFH01001897v1_decoy	2556	TRUE	decoy
chrUn_JTFH01001898v1_decoy	2551	TRUE	decoy
chrUn_JTFH01001899v1_decoy	2551	TRUE	decoy
chrUn_JTFH01001900v1_decoy	2538	TRUE	decoy
chrUn_JTFH01001901v1_decoy	2538	TRUE	decoy
chrUn_JTFH01001902v1_decoy	2525	TRUE	decoy
chrUn_JTFH01001903v1_decoy	2498	TRUE	decoy
chrUn_JTFH01001904v1_decoy	2496	TRUE	decoy
chrUn_JTFH01001905v1_decoy	2483	TRUE	decoy
chrUn_JTFH01001906v1_decoy	2475	TRUE	decoy
chrUn_JTFH01001907v1_decoy	2469	TRUE	decoy
chrUn_JTFH01001908v1_decoy	2455	TRUE	decoy
chrUn_JTFH01001909v1_decoy	2444	TRUE	decoy
chrUn_JTFH01001910v1_decoy	2437	TRUE	decoy
chrUn_JTFH01001911v1_decoy	2435	TRUE	decoy
chrUn_JTFH01001912v1_decoy	2427	TRUE	decoy
chrUn_JTFH01001913v1_decoy	2419	TRUE	decoy
chrUn_JTFH01001914v1_decoy	2413	TRUE	decoy
chrUn_JTFH01001915v1_decoy	2412	TRUE	decoy
chrUn_JTFH01001916v1_decoy	2400	TRUE	decoy
chrUn_JTFH01001917v1_decoy	2399	TRUE	decoy
chrUn_JTFH01001918v1_decoy	2396	TRUE	decoy
chrUn_JTFH01001919v1_decoy	2393	TRUE	decoy
chrUn_JTFH01001920v1_decoy	2386	TRUE	decoy
chrUn_JTFH01001921v1_decoy	2384	TRUE	decoy
chrUn_JTFH01001922v1_decoy	2382	TRUE	decoy
chrUn_JTFH01001923v1_decoy	2382	TRUE	decoy
chrUn_JTFH01001924v1_decoy	2367	TRUE	decoy
chrUn_JTFH01001925v1_decoy	2366	TRUE	decoy
chrUn_JTFH01001926v1_decoy	2362	TRUE	decoy
chrUn_JTFH01001927v1_decoy	2361	TRUE	decoy
chrUn_JTFH01001928v1_decoy	2353	TRUE	decoy
chrUn_JTFH01001929v1_decoy	2349	TRUE	decoy
chrUn_JTFH01001930v1_decoy	2348	TRUE	decoy
chrUn_JTFH01001931v1_decoy	2340	TRUE	decoy
chrUn_JTFH01001932v1_decoy	2339	TRUE	decoy
chrUn_JTFH01001933v1_decoy	2336	TRUE	decoy
chrUn_JTFH01001934v1_decoy	2333	TRUE	decoy
chrUn_JTFH01001935v1_decoy	2330	TRUE	decoy
chrUn_JTFH01001936v1_decoy	2327	TRUE	decoy
chrUn_JTFH01001937v1_decoy	2318	TRUE	decoy
chrUn_JTFH01001938v1_decoy	2293	TRUE	decoy
chrUn_JTFH01001939v1_decoy	2292	TRUE	decoy
chrUn_JTFH01001940v1_decoy	2287	TRUE	decoy
chrUn_JTFH01001941v1_decoy	2274	TRUE	decoy
chrUn_JTFH01001942v1_decoy	2274	TRUE	decoy
chrUn_JTFH01001943v1_decoy	2267	TRUE	decoy
chrUn_JTFH01001944v1_decoy	2260	TRUE	decoy
chrUn_JTFH01001945v1_decoy	2257	TRUE	decoy
chrUn_JTFH01001946v1_decoy	2240	TRUE	decoy
chrUn_JTFH01001947v1_decoy	2239	TRUE	decoy
chrUn_JTFH01001948v1_decoy	2232	TRUE	decoy
chrUn_JTFH01001949v1_decoy	2230	TRUE	decoy
chrUn_JTFH01001950v1_decoy	2230	TRUE	decoy
chrUn_JTFH01001951v1_decoy	2222	TRUE	decoy
chrUn_JTFH01001952v1_decoy	2216	TRUE	decoy
chrUn_JTFH01001953v1_decoy	2214	TRUE	decoy
chrUn_JTFH01001954v1_decoy	2210	TRUE	decoy
chrUn_JTFH01001955v1_decoy	2203	TRUE	decoy
chrUn_JTFH01001956v1_decoy	2197	TRUE	decoy
chrUn_JTFH01001957v1_decoy	2196	TRUE	decoy
chrUn_JTFH01001958v1_decoy	2196	TRUE	decoy
chrUn_JTFH01001959v1_decoy	2179	TRUE	decoy
chrUn_JTFH01001960v1_decoy	2178	TRUE	decoy
chrUn_JTFH01001961v1_decoy	2178	TRUE	decoy
chrUn_JTFH01001962v1_decoy	2172	TRUE	decoy
chrUn_JTFH01001963v1_decoy	2170	TRUE	decoy
chrUn_JTFH01001964v1_decoy	2167	TRUE	decoy
chrUn_JTFH01001965v1_decoy	2167	TRUE	decoy
chrUn_JTFH01001966v1_decoy	2157	TRUE	decoy
chrUn_JTFH01001967v1_decoy	2153	TRUE	decoy
chrUn_JTFH01001968v1_decoy	2151	TRUE	decoy
chrUn_JTFH01001969v1_decoy	2147	TRUE	decoy
chrUn_JTFH01001970v1_decoy	2145	TRUE	decoy
chrUn_JTFH01001971v1_decoy	2142	TRUE	decoy
chrUn_JTFH01001972v1_decoy	2142	TRUE	decoy
chrUn_JTFH01001973v1_decoy	2136	TRUE	decoy
chrUn_JTFH01001974v1_decoy	2130	TRUE	decoy
chrUn_JTFH01001975v1_decoy	2128	TRUE	decoy
chrUn_JTFH01001976v1_decoy	2126	TRUE	decoy
chrUn_JTFH01001977v1_decoy	2126	TRUE	decoy
chrUn_JTFH01001978v1_decoy	2119	TRUE	decoy
chrUn_JTFH01001979v1_decoy	2107	TRUE	decoy
chrUn_JTFH01001980v1_decoy	2091	TRUE	decoy
chrUn_JTFH01001981v1_decoy	2087	TRUE	decoy
chrUn_JTFH01001982v1_decoy	2086	TRUE	decoy
chrUn_JTFH01001983v1_decoy	2083	TRUE	decoy
chrUn_JTFH01001984v1_decoy	2075	TRUE	decoy
chrUn_JTFH01001985v1_decoy	2075	TRUE	decoy
chrUn_JTFH01001986v1_decoy	2072	TRUE	decoy
chrUn_JTFH01001987v1_decoy	2068	TRUE	decoy
chrUn_JTFH01001988v1_decoy	2067	TRUE	decoy
chrUn_JTFH01001989v1_decoy	2055	TRUE	decoy
chrUn_JTFH01001990v1_decoy	2051	TRUE	decoy
chrUn_JTFH01001991v1_decoy	2050	TRUE	decoy
chrUn_JTFH01001992v1_decoy	2033	TRUE	decoy
